,aircrafttype,filed_airspeed_kts,filed_altitude,origin,destination,filed_departuretime_hr,estimatedarrivaltime_hr,airline,dep_delay_min,diff_flt,aircraft_manuf,cloud_altitude,temp,dewpoint,visibility,wind_speed,gust_speed,delay
3207,30,471,370,24,102,18,4,27,8.266666666666667,-7.2666666666666515,1,20000.0,24.0,24.0,10.0,8.0,0.0,0
3216,3,414,320,24,31,19,20,3,6.6,0.3999999999999986,2,11000.0,28.0,28.0,10.0,10.0,0.0,0
3217,3,429,340,24,31,19,20,3,29.716666666666665,1.0499999999999972,2,20000.0,23.0,23.0,10.0,7.0,0.0,0
3232,2,462,350,24,20,19,21,0,-3.2333333333333334,-1.25,1,11000.0,28.0,28.0,10.0,10.0,0.0,0
3233,2,479,280,15,30,17,18,0,2.6666666666666665,3.56666666666667,1,8000.0,24.0,24.0,10.0,5.0,0.0,0
3234,2,472,289,24,20,19,22,0,25.43333333333333,-6.650000000000006,1,20000.0,24.0,24.0,10.0,11.0,0.0,0
3235,2,468,280,15,30,17,18,0,10.766666666666667,11.450000000000005,1,16000.0,35.0,35.0,10.0,8.0,0.0,0
3253,35,484,330,11,24,19,5,26,46.11666666666667,1.8833333333333253,0,15000.0,19.0,19.0,10.0,10.0,0.0,0
3265,1,441,360,11,3,19,21,10,3.966666666666667,24.099999999999994,1,20000.0,23.0,23.0,10.0,12.0,0.0,0
3266,2,447,360,11,3,19,21,10,10.566666666666666,17.25,1,15000.0,22.0,22.0,10.0,14.0,0.0,0
3276,4,444,370,11,36,19,20,10,0.6,12.066666666666665,1,20000.0,23.0,23.0,10.0,12.0,0.0,0
3277,1,445,370,11,36,19,23,10,153.45,9.5,1,15000.0,18.0,18.0,10.0,10.0,0.0,0
3288,8,425,340,11,26,15,18,30,58.5,-0.5999999999999943,0,7000.0,19.0,19.0,10.0,4.0,0.0,0
3289,0,454,370,11,26,15,18,30,22.73333333333333,4.383333333333326,0,20000.0,22.0,22.0,10.0,6.0,0.0,0
3300,1,441,330,11,6,19,20,10,-5.766666666666668,11.6,1,20000.0,23.0,23.0,10.0,12.0,0.0,0
3317,3,468,290,11,6,19,20,13,10.55,-24.73333333333333,2,20000.0,23.0,23.0,10.0,12.0,0.0,0
3318,3,462,280,19,9,17,18,13,43.28333333333333,-20.166666666666664,2,20000.0,28.0,28.0,10.0,14.0,0.0,0
3319,3,454,270,11,6,19,20,13,20.0,-17.35,2,15000.0,22.0,22.0,10.0,14.0,0.0,0
3320,3,460,280,19,9,17,18,13,11.383333333333333,-14.0,2,20000.0,23.0,23.0,10.0,11.0,0.0,0
3327,25,490,370,11,110,19,6,38,17.45,-15.083333333333373,0,15000.0,22.0,22.0,10.0,14.0,0.0,0
3339,4,452,370,11,12,17,18,2,1.0,-6.0,1,18000.0,21.0,21.0,10.0,3.0,0.0,0
3340,4,451,370,11,12,17,18,2,5.35,-6.350000000000001,1,20000.0,23.0,23.0,10.0,11.0,0.0,0
3351,5,413,330,11,33,17,18,3,7.633333333333334,-4.599999999999994,3,18000.0,21.0,21.0,10.0,3.0,0.0,1
3352,5,411,330,11,33,17,18,3,4.816666666666666,-78.0,3,20000.0,23.0,23.0,10.0,11.0,0.0,0
3364,0,459,320,11,111,19,0,2,15.633333333333333,0.9166666666666856,0,15000.0,22.0,22.0,10.0,14.0,0.0,0
3376,0,450,380,11,3,17,19,1,16.083333333333332,11.566666666666665,0,18000.0,21.0,21.0,10.0,3.0,0.0,0
3377,11,456,220,10,52,21,6,1,19.633333333333333,-13.049999999999955,0,4300.0,18.0,18.0,10.0,7.0,0.0,0
3378,0,451,380,11,3,17,19,1,-0.25,17.0,0,20000.0,23.0,23.0,10.0,11.0,0.0,0
3386,1,446,350,11,30,18,20,10,1.7,8.86666666666666,1,15000.0,20.0,20.0,10.0,13.0,0.0,0
3396,0,442,370,1,54,15,18,2,-1.0,1.25,0,25000.0,29.0,29.0,10.0,7.0,0.0,0
3415,7,473,270,10,9,19,21,2,21.816666666666666,1.1833333333333371,0,3500.0,16.0,16.0,9.0,7.0,0.0,0
3416,7,464,310,10,9,19,21,2,29.86666666666667,4.13333333333334,0,6000.0,17.0,17.0,10.0,5.0,0.0,0
3428,8,452,350,10,12,19,21,10,13.433333333333335,-6.783333333333331,0,2500.0,16.0,16.0,3.0,6.0,0.0,0
3429,8,449,350,10,12,19,21,10,-1.8,-7.599999999999994,0,6000.0,17.0,17.0,10.0,5.0,0.0,0
3451,16,464,300,12,3,19,22,1,-8.0,8.0,0,10000.0,19.0,19.0,10.0,9.0,0.0,0
3452,16,444,330,10,17,18,20,1,15.0,-125.0,0,6000.0,17.0,17.0,10.0,4.0,0.0,0
3464,7,463,330,10,21,19,21,1,0.5833333333333334,3.0666666666666638,0,2500.0,16.0,16.0,3.0,6.0,0.0,0
3466,7,465,330,10,21,19,21,1,35.88333333333333,2.216666666666669,0,5500.0,18.0,18.0,10.0,4.0,0.0,0
3475,8,453,340,10,113,19,22,10,5.283333333333333,-8.066666666666663,0,6000.0,17.0,17.0,10.0,5.0,0.0,0
3488,5,373,140,4,53,12,12,3,-7.0,-3.0,3,900.0,13.0,13.0,5.0,4.0,0.0,1
3490,3,345,210,10,120,19,21,3,53.41666666666666,-24.63333333333333,2,5500.0,18.0,18.0,10.0,4.0,0.0,0
3498,3,439,350,10,48,19,20,11,14.3,6.700000000000002,2,2500.0,16.0,16.0,3.0,6.0,0.0,1
3499,3,428,350,10,48,19,21,11,49.96666666666667,2.3999999999999986,2,5500.0,18.0,18.0,10.0,4.0,0.0,0
3512,8,462,330,10,55,19,21,10,9.25,2.6666666666666714,0,3500.0,16.0,16.0,9.0,7.0,0.0,0
3513,8,464,330,10,55,19,21,10,25.23333333333333,-2.566666666666663,0,6000.0,17.0,17.0,10.0,5.0,0.0,0
3525,1,447,290,10,6,19,21,10,8.683333333333334,0.1666666666666572,1,3500.0,16.0,16.0,9.0,7.0,0.0,0
3526,1,426,350,10,6,19,21,10,11.833333333333336,9.949999999999989,1,6000.0,17.0,17.0,10.0,5.0,0.0,0
3538,10,454,330,10,26,19,20,13,4.666666666666667,-23.666666666666664,2,3500.0,16.0,16.0,9.0,7.0,0.0,0
3539,10,450,350,10,26,19,20,13,9.766666666666667,4.233333333333333,2,6000.0,17.0,17.0,10.0,5.0,0.0,0
3558,17,344,140,10,64,19,20,11,18.08333333333333,6.416666666666664,5,3500.0,16.0,16.0,9.0,7.0,0.0,0
3559,17,344,140,10,64,19,19,11,12.0,-9.0,5,6000.0,17.0,17.0,10.0,5.0,0.0,0
3571,1,453,370,10,17,18,21,2,25.0,-123.0,1,6000.0,17.0,17.0,10.0,5.0,0.0,0
3597,1,460,350,14,54,19,21,6,3.333333333333333,-2.6500000000000057,1,35000.0,33.0,33.0,10.0,5.0,0.0,0
3603,0,421,250,14,14,19,20,0,-6.85,-7.966666666666669,0,4200.0,32.0,32.0,10.0,6.0,0.0,0
3604,0,385,240,3,13,17,18,0,1.0666666666666669,-5.06666666666667,0,3300.0,31.0,31.0,10.0,11.0,18.0,0
3605,0,412,250,14,14,19,20,0,-3.1,-14.716666666666667,0,35000.0,33.0,33.0,10.0,5.0,0.0,0
3606,0,391,240,3,13,17,18,0,11.133333333333333,-3.1333333333333333,0,3500.0,31.0,31.0,10.0,13.0,21.0,0
3614,16,449,350,14,0,19,22,1,6.0,-138.0,0,4200.0,32.0,32.0,10.0,6.0,0.0,0
3615,16,455,330,14,0,19,22,1,1.9166666666666667,-132.0,0,35000.0,33.0,33.0,10.0,5.0,0.0,0
3626,2,491,270,14,8,17,19,0,15.1,-11.033333333333333,1,27000.0,34.0,34.0,10.0,8.0,0.0,0
3627,2,446,300,2,13,14,16,0,33.016666666666666,4.983333333333333,1,25000.0,28.0,28.0,10.0,3.0,0.0,0
3628,1,480,310,14,8,17,18,0,2.0,-21.83333333333333,1,32000.0,36.0,36.0,10.0,8.0,0.0,0
3629,1,477,320,2,13,14,16,0,15.0,-7.816666666666663,1,6000.0,27.0,27.0,10.0,6.0,0.0,0
3643,11,460,228,14,70,13,19,23,72.28333333333333,-1.0500000000000114,0,25000.0,34.0,34.0,10.0,5.0,0.0,0
3644,11,466,340,14,70,13,19,23,62.53333333333333,0.5666666666666629,0,4500.0,35.0,35.0,10.0,9.0,15.0,0
3657,1,460,330,14,0,18,21,4,-3.783333333333333,-9.98333333333332,1,4200.0,33.0,33.0,10.0,7.0,0.0,0
3658,1,460,350,14,0,18,21,4,21.116666666666667,-4.633333333333326,1,35000.0,33.0,33.0,10.0,5.0,0.0,0
3672,7,469,350,14,15,19,21,2,-6.25,-12.900000000000004,0,4200.0,32.0,32.0,10.0,6.0,0.0,0
3674,7,436,290,26,2,22,23,2,7.833333333333332,1.1666666666666714,0,99999.0,18.0,18.0,10.0,3.0,0.0,0
3675,7,476,330,14,15,19,21,2,0.3333333333333333,-0.3333333333333286,0,35000.0,33.0,33.0,10.0,5.0,0.0,0
3680,14,467,340,14,10,19,20,1,-1.0,5.0,0,4200.0,32.0,32.0,10.0,6.0,0.0,0
3681,14,472,330,25,13,16,18,1,14.0,8.0,0,15000.0,29.0,29.0,10.0,11.0,0.0,0
3682,2,461,244,14,10,19,20,1,-0.18333333333333326,-3.5333333333333314,1,35000.0,33.0,33.0,10.0,5.0,0.0,0
3683,2,463,330,25,13,16,18,1,16.15,2.8500000000000014,1,8000.0,29.0,29.0,10.0,4.0,0.0,0
3697,4,469,330,14,27,19,21,0,1.25,-124.0,1,4200.0,32.0,32.0,10.0,6.0,0.0,0
3698,4,477,310,14,27,19,21,0,5.0,0.6666666666666714,1,35000.0,33.0,33.0,10.0,5.0,0.0,0
3709,5,415,320,7,60,20,21,5,13.0,-1.2000000000000028,3,25000.0,23.0,23.0,10.0,5.0,0.0,0
3710,5,416,280,7,60,20,20,5,1.0,-0.11666666666666715,3,4200.0,22.0,22.0,10.0,3.0,0.0,0
3721,10,469,340,7,25,22,0,8,19.916666666666668,6.066666666666663,2,4800.0,20.0,20.0,10.0,7.0,0.0,0
3733,3,423,340,7,28,19,21,8,-1.9666666666666663,-3.0333333333333314,2,25000.0,24.0,24.0,10.0,5.0,0.0,0
3734,10,423,340,7,28,19,21,8,7.633333333333334,-12.200000000000005,2,4200.0,22.0,22.0,10.0,3.0,0.0,0
3746,15,379,170,7,11,19,21,8,55.65,13.35,2,25000.0,23.0,23.0,10.0,5.0,0.0,0
3747,15,401,210,7,11,19,21,8,29.13333333333333,12.866666666666667,2,4200.0,22.0,22.0,10.0,3.0,0.0,0
3762,3,413,320,7,65,20,22,8,12.3,-6.299999999999998,2,25000.0,23.0,23.0,10.0,5.0,0.0,0
3763,3,435,340,7,65,20,22,8,0.25,-113.0,2,4200.0,22.0,22.0,10.0,3.0,0.0,0
3774,5,415,320,7,42,19,20,5,17.483333333333334,-1.36666666666666,3,25000.0,24.0,24.0,10.0,5.0,0.0,0
3775,5,418,320,7,42,19,21,5,59.0,-11.56666666666667,3,4200.0,22.0,22.0,10.0,3.0,0.0,0
3786,5,323,130,7,88,19,19,5,-2.0,-13.0,3,25000.0,24.0,24.0,10.0,5.0,0.0,0
3787,5,335,130,7,88,19,20,5,2.283333333333333,4.316666666666666,3,4000.0,22.0,22.0,10.0,4.0,0.0,0
3795,5,414,320,7,100,19,21,5,2.6166666666666667,-14.75,3,25000.0,24.0,24.0,10.0,5.0,0.0,0
3796,5,420,320,7,100,19,21,5,5.0,-9.86666666666666,3,4000.0,22.0,22.0,10.0,4.0,0.0,0
3809,10,433,270,7,18,19,20,18,10.7,9.466666666666667,2,25000.0,24.0,24.0,10.0,5.0,0.0,0
3810,10,439,270,7,18,19,21,18,60.85,1.2666666666666655,2,4200.0,22.0,22.0,10.0,3.0,0.0,0
3821,4,449,380,7,13,19,22,0,70.38333333333334,2.2666666666666657,1,25000.0,23.0,23.0,10.0,5.0,0.0,0
3822,4,442,380,7,13,19,21,0,1.8333333333333333,-9.466666666666667,1,4000.0,22.0,22.0,10.0,4.0,0.0,0
3834,6,450,320,7,101,19,22,5,77.95,-2.5833333333333286,3,99999.0,22.0,22.0,10.0,6.0,0.0,0
3835,6,452,320,7,101,19,20,5,1.7333333333333334,0.75,3,4000.0,22.0,22.0,10.0,4.0,0.0,0
3846,0,449,360,13,30,12,18,0,85.98333333333332,-4.850000000000024,0,6000.0,23.0,23.0,10.0,0.0,0.0,0
3865,1,430,296,13,2,19,20,6,1.0,-3.0,1,25000.0,19.0,19.0,10.0,3.0,0.0,0
3877,12,410,270,13,2,20,21,4,7.333333333333332,-3.3333333333333366,2,25000.0,19.0,19.0,10.0,3.0,0.0,0
3907,1,450,360,13,5,19,21,6,-0.85,-19.75,1,25000.0,24.0,24.0,10.0,4.0,0.0,0
3908,1,450,360,13,5,19,21,6,4.466666666666667,-18.86666666666666,1,12000.0,21.0,21.0,10.0,3.0,0.0,0
3918,8,450,380,13,41,19,21,14,16.95,-3.950000000000003,0,12000.0,21.0,21.0,10.0,3.0,0.0,0
3930,8,453,380,13,73,19,21,14,-1.0,2.0,0,12000.0,21.0,21.0,10.0,3.0,0.0,0
3934,4,450,380,13,10,19,21,6,7.066666666666666,-6.099999999999994,1,25000.0,24.0,24.0,10.0,4.0,0.0,0
3935,4,450,360,13,10,19,21,6,4.05,-8.450000000000003,1,12000.0,21.0,21.0,10.0,3.0,0.0,0
3947,0,459,360,13,25,19,21,14,7.083333333333332,-5.416666666666656,0,12000.0,21.0,21.0,10.0,3.0,0.0,0
3955,1,430,296,13,2,19,20,6,1.0,-3.0,1,25000.0,19.0,19.0,10.0,3.0,0.0,0
3967,12,400,270,13,2,20,22,4,85.0,1.5833333333333357,2,25000.0,22.0,22.0,10.0,4.0,0.0,0
3968,12,410,270,13,2,20,21,4,7.333333333333332,-3.3333333333333366,2,25000.0,19.0,19.0,10.0,3.0,0.0,0
3979,9,362,190,13,11,20,21,12,53.0,-37.0,2,25000.0,22.0,22.0,10.0,4.0,0.0,0
3999,1,450,360,13,5,19,21,6,-0.85,-19.75,1,25000.0,24.0,24.0,10.0,4.0,0.0,0
4000,1,450,360,13,5,19,21,6,4.466666666666667,-18.86666666666666,1,12000.0,21.0,21.0,10.0,3.0,0.0,0
4009,8,450,380,13,41,19,21,14,16.95,-3.950000000000003,0,12000.0,21.0,21.0,10.0,3.0,0.0,0
4021,8,453,380,13,73,19,21,14,-1.0,2.0,0,12000.0,21.0,21.0,10.0,3.0,0.0,0
4025,4,450,380,13,10,19,21,6,7.066666666666666,-6.099999999999994,1,25000.0,24.0,24.0,10.0,4.0,0.0,0
4026,4,450,360,13,10,19,21,6,4.05,-8.450000000000003,1,12000.0,21.0,21.0,10.0,3.0,0.0,0
4038,0,459,360,13,25,19,21,14,7.083333333333332,-5.416666666666656,0,12000.0,21.0,21.0,10.0,3.0,0.0,0
4046,15,461,340,7,1,19,20,8,-4.0,-4.0,2,25000.0,24.0,24.0,10.0,5.0,0.0,0
4047,15,453,360,7,1,19,20,8,-4.0,17.0,2,4000.0,22.0,22.0,10.0,4.0,0.0,0
4058,5,434,240,4,81,15,17,15,4.0,6.0,3,500.0,13.0,13.0,3.0,9.0,0.0,0
4059,13,407,200,21,0,19,20,15,19.0,0.5,3,25000.0,18.0,18.0,10.0,5.0,0.0,0
4070,1,460,320,21,3,19,2,4,15.266666666666667,16.850000000000026,1,25000.0,18.0,18.0,10.0,5.0,0.0,0
4082,31,461,370,21,24,19,1,26,14.316666666666665,24.583333333333314,1,25000.0,19.0,19.0,10.0,8.0,0.0,0
4094,14,460,350,21,125,19,0,32,7.433333333333334,-23.833333333333314,0,25000.0,19.0,19.0,10.0,8.0,0.0,0
4110,0,447,380,21,8,19,21,0,7.566666666666666,4.433333333333337,0,800.0,14.0,14.0,6.0,8.0,0.0,0
4111,0,445,360,21,8,19,21,0,18.416666666666668,-0.18333333333333712,0,25000.0,19.0,19.0,10.0,8.0,0.0,0
4123,8,460,320,21,3,19,1,10,21.0,11.699999999999989,0,25000.0,19.0,19.0,10.0,8.0,0.0,0
4135,2,459,340,21,10,18,21,1,24.53333333333333,4.416666666666657,1,25000.0,19.0,19.0,10.0,8.0,0.0,0
4147,11,455,350,21,47,19,2,1,38.8,-3.71666666666664,0,25000.0,18.0,18.0,10.0,5.0,0.0,0
4148,1,463,350,14,2,12,15,1,6.0,8.633333333333326,1,3200.0,33.0,33.0,10.0,9.0,14.0,0
4164,12,400,200,21,0,19,22,4,121.0,-19.633333333333333,2,1100.0,14.0,14.0,7.0,9.0,0.0,0
4165,12,400,220,21,0,19,20,4,36.0,-47.73333333333333,2,25000.0,18.0,18.0,10.0,5.0,0.0,0
4176,25,480,350,21,47,19,2,37,48.4,14.649999999999974,0,25000.0,18.0,18.0,10.0,5.0,0.0,0
4188,1,460,340,21,13,19,22,4,31.216666666666665,-5.416666666666656,1,25000.0,19.0,19.0,10.0,8.0,0.0,0
4201,1,391,130,2,7,18,19,0,16.216666666666665,-18.566666666666666,1,25000.0,27.0,27.0,10.0,8.0,0.0,0
4203,1,417,130,2,7,18,19,0,7.0,-6.9499999999999975,1,4000.0,27.0,27.0,10.0,8.0,0.0,0
4211,12,450,350,2,0,19,21,4,5.0,-2.5999999999999943,2,4200.0,25.0,25.0,10.0,6.0,0.0,0
4222,3,422,270,2,15,19,22,9,75.68333333333334,-9.31666666666667,2,25000.0,26.0,26.0,10.0,8.0,0.0,0
4223,3,413,280,26,8,17,19,9,49.0,1.3666666666666671,2,17000.0,26.0,26.0,10.0,6.0,0.0,0
4224,3,423,270,2,15,19,20,9,-0.9166666666666666,4.366666666666667,2,4200.0,25.0,25.0,10.0,6.0,0.0,0
4225,3,415,280,26,8,17,18,9,3.2,6.333333333333336,2,5000.0,24.0,24.0,10.0,11.0,0.0,0
4234,5,402,280,2,87,18,20,5,22.0,-20.0,3,25000.0,26.0,26.0,10.0,7.0,0.0,0
4235,5,401,280,2,87,18,20,5,11.883333333333333,-16.33333333333333,3,4000.0,27.0,27.0,10.0,8.0,0.0,1
4246,2,447,350,2,2,18,20,0,26.066666666666666,-0.06666666666666288,1,25000.0,26.0,26.0,10.0,7.0,0.0,0
4247,4,426,282,2,2,18,20,0,30.0,0.1666666666666714,1,4000.0,26.0,26.0,10.0,5.0,0.0,0
4259,6,450,360,2,1,17,18,3,9.133333333333333,7.916666666666671,3,25000.0,28.0,28.0,10.0,7.0,0.0,0
4260,6,448,360,2,1,17,18,3,4.0,-5.0,3,6000.0,27.0,27.0,10.0,9.0,0.0,0
4272,2,457,300,2,31,19,0,0,5.0,1.0,1,4000.0,26.0,26.0,10.0,5.0,0.0,0
4280,2,455,310,2,11,19,21,0,6.65,36.35,1,25000.0,26.0,26.0,10.0,7.0,0.0,0
4281,2,456,350,2,11,19,20,0,4.0,0.0,1,4000.0,26.0,26.0,10.0,5.0,0.0,0
4293,18,420,360,2,34,18,20,7,16.35,-5.7333333333333325,2,25000.0,27.0,27.0,10.0,8.0,0.0,0
4294,18,433,300,2,34,18,20,7,-2.5166666666666666,-9.483333333333334,2,4000.0,27.0,27.0,10.0,8.0,0.0,0
4306,21,468,347,2,76,18,2,27,13.533333333333333,11.466666666666644,1,4000.0,26.0,26.0,10.0,5.0,0.0,0
4318,10,374,160,2,91,18,19,8,24.8,3.2666666666666657,2,25000.0,26.0,26.0,10.0,7.0,0.0,0
4319,10,374,160,2,91,18,19,8,15.883333333333333,-12.883333333333333,2,4000.0,27.0,27.0,10.0,8.0,0.0,0
4331,13,336,170,2,63,18,19,5,22.91666666666667,-18.700000000000006,3,25000.0,26.0,26.0,10.0,7.0,0.0,0
4333,13,335,170,2,63,18,19,5,20.58333333333333,2.2333333333333343,3,4000.0,26.0,26.0,10.0,5.0,0.0,0
4340,13,448,360,2,49,18,20,5,10.05,14.533333333333333,3,25000.0,26.0,26.0,10.0,7.0,0.0,0
4341,13,447,360,2,49,18,20,5,-5.0,-12.333333333333329,3,4000.0,27.0,27.0,10.0,8.0,0.0,1
4353,5,352,160,2,68,18,18,5,0.0,-20.016666666666666,3,25000.0,27.0,27.0,10.0,8.0,0.0,0
4355,5,351,160,2,68,18,19,5,7.0,4.966666666666665,3,4000.0,27.0,27.0,10.0,8.0,0.0,0
4426,23,479,350,0,76,19,3,2,19.966666666666665,-1.9666666666666397,0,800.0,15.0,15.0,9.0,8.0,0.0,0
4438,0,448,360,0,20,19,21,0,-1.0166666666666666,-5.25,0,25000.0,18.0,18.0,8.0,5.0,0.0,0
4439,0,452,380,0,20,19,21,0,21.166666666666668,0.9333333333333372,0,900.0,15.0,15.0,10.0,10.0,0.0,0
4450,0,451,370,0,14,19,22,0,5.0,-3.26666666666668,0,25000.0,18.0,18.0,8.0,5.0,0.0,0
4451,0,449,370,0,14,19,23,0,73.0,-7.0,0,1100.0,15.0,15.0,10.0,9.0,0.0,0
4463,6,455,270,0,35,19,20,7,6.0,-16.1,3,25000.0,18.0,18.0,8.0,5.0,0.0,0
4464,6,455,270,0,35,19,20,7,20.0,-60.0,3,900.0,15.0,15.0,10.0,10.0,0.0,0
4474,9,422,350,0,93,19,21,7,12.0,-29.0,2,6000.0,18.0,18.0,9.0,6.0,0.0,0
4475,9,419,370,0,93,19,21,7,54.0,-29.90000000000001,2,900.0,15.0,15.0,10.0,10.0,0.0,0
4487,0,442,390,0,2,16,17,0,0.2333333333333333,4.183333333333337,0,3400.0,22.0,22.0,8.0,5.0,0.0,0
4488,0,442,390,0,2,16,18,0,-0.4833333333333333,2.75,0,2000.0,17.0,17.0,6.0,5.0,0.0,0
4501,7,457,350,0,5,19,22,2,27.6,-6.599999999999994,0,6000.0,18.0,18.0,9.0,6.0,0.0,0
4502,7,466,306,0,5,19,22,2,41.4,-4.400000000000006,0,900.0,15.0,15.0,10.0,10.0,0.0,0
4515,9,409,170,0,96,19,20,7,15.6,-13.583333333333332,2,6000.0,18.0,18.0,9.0,6.0,0.0,0
4517,9,408,170,0,96,19,20,7,24.5,-5.5166666666666675,2,900.0,15.0,15.0,10.0,10.0,0.0,0
4525,6,427,230,0,4,19,20,3,7.933333333333334,-14.93333333333333,3,25000.0,18.0,18.0,8.0,5.0,0.0,0
4526,6,427,230,0,4,19,20,3,23.0,-20.983333333333334,3,900.0,15.0,15.0,10.0,10.0,0.0,0
4537,0,479,300,0,17,19,21,2,22.0,0.5999999999999943,0,25000.0,18.0,18.0,8.0,5.0,0.0,0
4538,8,469,340,9,1,15,17,2,-6.0,8.0,0,3200.0,24.0,24.0,10.0,3.0,0.0,0
4539,0,479,300,0,17,19,22,2,50.0,3.25,0,900.0,15.0,15.0,10.0,10.0,0.0,0
4548,15,425,360,0,32,19,21,7,1.95,-4.950000000000003,2,25000.0,18.0,18.0,8.0,5.0,0.0,0
4549,15,425,360,0,32,19,21,7,24.966666666666665,-5.966666666666669,2,900.0,15.0,15.0,10.0,10.0,0.0,0
4561,6,449,360,0,29,19,21,3,24.0,0.1666666666666714,3,6000.0,18.0,18.0,9.0,6.0,0.0,0
4562,6,457,320,0,29,19,22,3,112.83333333333331,-16.733333333333334,3,1100.0,15.0,15.0,10.0,9.0,0.0,0
4574,7,446,350,0,2,19,22,2,101.48333333333332,-1.4833333333333345,0,8000.0,18.0,18.0,9.0,8.0,0.0,0
4575,7,447,350,0,2,19,21,2,44.7,-1.7000000000000028,0,900.0,15.0,15.0,10.0,10.0,0.0,0
4587,5,438,310,0,45,19,21,20,14.0,-11.983333333333334,3,25000.0,18.0,18.0,8.0,5.0,0.0,0
4588,5,446,330,0,45,19,21,20,25.16666666666667,5.150000000000006,3,900.0,15.0,15.0,10.0,10.0,0.0,0
4601,15,442,300,6,37,19,20,7,-0.26666666666666666,1.2666666666666655,2,4400.0,29.0,29.0,10.0,7.0,0.0,0
4602,15,436,320,6,37,19,21,7,46.63333333333333,7.366666666666667,2,25000.0,26.0,26.0,10.0,6.0,0.0,0
4613,0,449,390,6,27,20,22,0,11.383333333333333,7.616666666666673,0,7000.0,28.0,28.0,10.0,6.0,0.0,0
4614,0,448,390,6,27,20,23,0,40.21666666666667,-0.21666666666666856,0,25000.0,26.0,26.0,10.0,6.0,0.0,0
4625,13,444,310,6,130,19,21,9,23.41666666666667,0.21666666666666856,3,25000.0,26.0,26.0,10.0,6.0,0.0,0
4635,0,452,390,6,28,19,21,0,17.0,-4.0,0,7000.0,28.0,28.0,10.0,6.0,0.0,0
4636,0,450,390,6,28,19,21,0,10.0,-114.0,0,25000.0,26.0,26.0,10.0,6.0,0.0,0
4646,0,455,360,6,17,19,21,0,14.65,3.9333333333333367,0,7000.0,28.0,28.0,10.0,6.0,0.0,0
4647,0,450,340,6,17,19,21,0,12.1,-3.0999999999999943,0,25000.0,26.0,26.0,10.0,6.0,0.0,0
4657,18,433,320,6,38,19,21,7,3.4166666666666665,1.0666666666666629,2,7000.0,28.0,28.0,10.0,6.0,0.0,0
4658,18,428,360,6,38,19,21,7,2.0,-25.0,2,25000.0,26.0,26.0,10.0,6.0,0.0,0
4669,2,472,350,6,19,19,21,0,4.916666666666667,2.083333333333343,1,4400.0,29.0,29.0,10.0,7.0,0.0,0
4670,2,466,350,6,19,19,21,0,0.55,1.4499999999999886,1,25000.0,28.0,28.0,10.0,8.0,0.0,0
4681,3,438,340,6,6,19,23,3,19.416666666666668,-18.216666666666672,2,25000.0,26.0,26.0,10.0,6.0,0.0,0
4691,1,453,350,6,10,19,21,0,17.983333333333334,1.3166666666666629,1,7000.0,28.0,28.0,10.0,6.0,0.0,0
4692,1,469,350,6,10,19,21,0,32.0,-2.63333333333334,1,25000.0,26.0,26.0,10.0,6.0,0.0,0
4703,4,461,360,6,104,19,22,0,5.516666666666668,-145.0,1,7000.0,28.0,28.0,10.0,6.0,0.0,0
4704,4,457,360,6,104,19,22,0,8.3,-4.300000000000011,1,25000.0,26.0,26.0,10.0,6.0,0.0,0
4716,18,423,360,6,72,19,21,7,-4.65,-21.349999999999994,2,4400.0,29.0,29.0,10.0,7.0,0.0,0
4717,18,423,360,6,72,19,21,7,-3.033333333333333,-0.1666666666666714,2,25000.0,28.0,28.0,10.0,8.0,0.0,0
4729,26,454,330,6,32,19,21,0,30.316666666666666,6.683333333333337,6,7000.0,28.0,28.0,10.0,6.0,0.0,0
4730,26,444,330,6,32,19,20,0,1.0,0.0,6,25000.0,28.0,28.0,10.0,8.0,0.0,0
4741,13,463,360,6,116,19,21,9,-1.3666666666666667,-0.5166666666666657,3,4400.0,29.0,29.0,10.0,7.0,0.0,0
4751,5,295,100,0,53,10,10,3,11.383333333333333,-1.3833333333333329,3,1000.0,14.0,14.0,10.0,8.0,0.0,0
4752,5,293,100,0,53,10,10,3,15.0,-27.0,3,3800.0,13.0,13.0,10.0,3.0,0.0,0
4775,3,435,370,12,29,19,21,3,6.1,0.9500000000000028,2,10000.0,18.0,18.0,10.0,8.0,0.0,0
4776,3,435,285,12,29,19,20,3,-1.1333333333333333,-3.866666666666661,2,22000.0,15.0,15.0,10.0,8.0,0.0,0
4808,5,438,283,12,71,19,21,20,0.6333333333333333,-3.5,3,10000.0,19.0,19.0,10.0,9.0,0.0,1
4809,5,444,330,12,71,19,21,20,8.733333333333333,11.983333333333334,3,22000.0,14.0,14.0,10.0,11.0,0.0,0
4820,0,417,290,12,95,19,20,2,-0.6,-4.400000000000006,0,10000.0,19.0,19.0,10.0,9.0,0.0,0
4821,0,432,370,12,95,19,20,2,7.6,-6.600000000000001,0,22000.0,14.0,14.0,10.0,11.0,0.0,0
4843,43,481,370,12,24,19,3,2,1.5666666666666669,3.4333333333333367,0,22000.0,15.0,15.0,10.0,8.0,0.0,0
4863,4,449,350,12,7,19,22,2,-3.2,-1.3166666666666629,1,10000.0,19.0,19.0,10.0,9.0,0.0,0
