,aircrafttype,filed_airspeed_kts,filed_altitude,origin,destination,filed_departuretime_week,filed_departuretime_hr,estimatedarrivaltime_hr,airline,dep_delay_min,diff_flt,aircraft_manuf,delay
1320,12.0,460,245,14,67,5,19,22,5,-3.783333333333333,-10.199999999999989,2,0
1321,1.0,459,370,14,36,0,19,21,3,3.8,0.19999999999998866,0,0
1322,1.0,454,290,14,36,0,19,21,3,3.6666666666666665,6.783333333333331,0,0
1323,0.0,460,340,14,100,1,19,0,5,2.0,-2.1499999999999773,1,0
1324,0.0,460,340,14,100,0,19,0,5,7.5,-3.0,1,0
1325,0.0,460,227,14,100,3,19,1,5,78.0,-0.9166666666666856,1,0
1326,0.0,460,360,14,100,2,19,0,5,2.8,2.4499999999999886,1,0
1327,0.0,460,340,14,100,5,19,0,5,-0.2333333333333333,-6.550000000000013,1,0
1328,0.0,460,296,14,100,6,19,0,5,1.2333333333333334,4.649999999999976,1,0
1329,0.0,460,270,14,100,4,19,0,5,2.783333333333333,2.8999999999999773,1,0
1330,0.0,460,295,14,100,1,19,0,5,5.0,-3.0666666666666638,1,0
1331,0.0,460,360,14,100,0,19,0,5,-5.566666666666666,-9.899999999999975,1,0
1332,0.0,460,340,14,100,3,19,0,5,22.41666666666667,-3.616666666666674,1,0
1333,0.0,470,340,14,100,2,19,23,5,-0.9,4.783333333333361,1,0
1334,0.0,450,380,14,100,5,19,23,5,-1.2,-6.800000000000013,1,0
1335,2.0,455,380,14,6,0,19,20,3,0.0,1.1333333333333402,0,0
1336,2.0,451,400,14,6,0,19,21,3,22.9,-8.233333333333334,0,0
1337,2.0,454,380,14,62,0,19,21,3,4.0,-12.0,0,0
1338,2.0,454,154,14,62,0,19,21,3,7.816666666666666,-12.216666666666667,0,0
1339,2.0,448,410,14,9,0,19,20,3,2.0,-9.0,0,0
1340,2.0,427,250,19,12,0,17,17,3,-4.883333333333334,-5.366666666666667,0,0
1341,2.0,450,390,38,16,0,14,15,3,-4.0,0.0,0,0
1342,2.0,455,380,4,127,0,12,13,3,0.4833333333333333,-2.0333333333333314,0,0
1343,2.0,442,390,12,23,0,8,11,3,2.0,5.833333333333344,0,0
1344,2.0,453,390,14,9,0,19,20,3,-1.0,-5.38333333333334,0,0
1345,2.0,437,250,19,12,0,17,17,3,-4.0,9.0,0,0
1346,2.0,449,410,38,16,0,14,15,3,-7.0,11.0,0,0
1347,2.0,451,400,4,127,0,12,13,3,-2.0,-4.283333333333331,0,0
1348,2.0,450,390,12,23,0,8,11,3,4.0,-9.0,0,0
1349,1.0,457,320,14,3,1,19,0,9,-8.0,1.0,0,0
1350,1.0,456,360,14,3,0,19,1,9,15.0,-12.733333333333347,0,0
1351,1.0,459,340,14,3,3,19,0,9,-2.0,-15.350000000000026,0,0
1352,1.0,456,360,14,3,2,19,1,9,3.0,-18.0,0,0
1353,1.0,458,340,14,3,5,19,1,9,-1.0,0.05000000000001137,0,0
1354,1.0,456,360,14,3,6,19,0,9,-4.0,-10.833333333333313,0,0
1355,1.0,473,320,14,3,4,19,0,9,-3.866666666666666,15.033333333333356,0,0
1356,1.0,460,340,14,3,1,19,0,9,-6.0,-2.71666666666664,0,0
1357,1.0,464,360,14,3,0,19,0,9,-9.716666666666667,3.8166666666666633,0,0
1358,1.0,468,340,14,3,3,19,1,9,41.0,27.0,0,0
1359,1.0,460,340,14,3,2,19,1,9,12.0,1.0,0,0
1360,2.0,464,340,14,3,6,19,0,9,-9.083333333333334,3.03333333333336,0,0
1361,23.0,395,350,1,119,4,19,22,14,10.266666666666667,-25.46666666666667,4,0
1362,23.0,414,280,47,30,4,17,18,14,-7.0,-2.0,4,0
1363,23.0,408,370,1,119,1,19,22,14,8.0,-20.98333333333332,4,0
1364,23.0,425,300,47,30,1,17,18,14,-16.0,0.21666666666666856,4,0
1365,23.0,413,370,1,119,0,19,22,14,13.0,-20.44999999999999,4,0
1366,9.0,396,260,47,30,0,17,17,14,-9.0,-5.399999999999999,2,0
1367,19.0,394,0,1,119,3,19,22,14,63.0,-20.0,2,0
1368,9.0,392,260,47,30,3,17,18,14,27.53333333333333,-1.5666666666666698,2,0
1369,23.0,428,370,1,119,2,19,22,14,0.0,-10.0,4,0
1370,23.0,399,260,47,30,2,17,18,14,8.0,0.0,4,0
1371,9.0,400,350,1,119,5,19,0,14,129.0,-19.0,2,0
1372,12.0,441,380,1,43,4,19,21,29,11.4,2.38333333333334,2,0
1373,12.0,440,294,1,43,1,19,22,29,34.68333333333333,2.61666666666666,2,0
1374,12.0,439,380,1,43,0,19,21,29,2.2333333333333334,-0.2333333333333343,2,0
1375,12.0,440,380,1,43,3,19,21,29,5.25,-4.25,2,0
1376,12.0,441,380,1,43,2,19,21,29,-3.05,0.21666666666666856,2,0
1377,12.0,442,380,1,43,5,19,21,29,17.183333333333334,4.900000000000006,2,0
1378,12.0,443,380,1,43,6,19,21,29,-6.0,-4.0,2,0
1379,12.0,442,380,1,43,4,19,21,29,9.0,-1.0,2,0
1380,12.0,443,380,1,43,1,19,22,29,5.6,33.40000000000001,2,0
1381,15.0,447,360,1,43,0,19,21,29,11.0,-1.0,2,0
1382,12.0,438,400,1,43,3,19,22,29,53.35,3.8166666666666633,2,0
1383,12.0,438,400,1,43,2,19,22,29,41.4,1.5999999999999943,2,0
1384,12.0,442,400,1,43,6,19,21,29,8.816666666666666,1.7333333333333345,2,0
1385,3.0,445,330,1,5,4,19,21,12,0.55,-1.4166666666666714,2,0
1386,3.0,438,350,1,5,1,19,22,12,39.45,-3.7333333333333343,2,0
1387,3.0,437,350,1,5,0,19,21,12,0.7333333333333333,0.8499999999999943,2,0
1388,3.0,436,370,1,5,3,19,21,12,-1.6833333333333331,3.4333333333333367,2,0
1389,3.0,440,350,1,5,2,19,21,12,4.783333333333333,10.216666666666667,2,0
1390,3.0,440,350,1,5,5,19,22,12,19.866666666666667,12.25,2,0
1391,3.0,455,350,1,5,6,19,21,12,0.45,-0.21666666666666856,2,0
1392,3.0,454,350,1,5,4,19,22,12,5.816666666666666,8.583333333333329,2,0
1393,3.0,440,330,1,5,1,19,23,12,108.86666666666666,4.299999999999997,2,0
1394,3.0,443,350,1,5,0,19,21,12,2.566666666666667,0.4333333333333371,2,0
1395,3.0,442,330,1,5,3,19,23,12,92.11666666666666,3.4666666666666686,2,0
1396,3.0,425,310,1,5,2,19,22,12,58.33333333333334,-5.666666666666671,2,0
1397,3.0,443,350,1,5,5,19,21,12,1.3333333333333333,1.8499999999999943,2,0
1398,36.0,495,310,1,52,1,19,10,22,38.16666666666666,-3.4500000000000446,0,0
1399,36.0,494,310,1,52,0,19,9,22,14.283333333333333,53.73333333333335,0,0
1400,36.0,494,310,1,52,3,19,9,22,44.9,-4.083333333333371,0,0
1401,36.0,489,330,1,52,2,19,9,22,30.8,35.450000000000045,0,0
1402,36.0,491,330,1,52,5,19,9,22,25.68333333333333,34.850000000000016,0,0
1403,36.0,494,310,1,52,6,19,9,22,36.7,-6.58333333333337,0,0
1404,27.0,498,310,1,52,4,19,9,22,22.2,-3.7333333333333485,0,0
1405,36.0,492,330,1,52,1,19,9,22,-1.65,38.38333333333333,0,0
1406,36.0,499,330,1,52,0,19,9,22,6.816666666666666,43.2833333333333,0,0
1407,36.0,494,330,1,52,3,19,9,22,65.31666666666666,18.83333333333337,0,0
1408,36.0,497,310,1,52,2,19,10,22,88.03333333333332,1.5166666666666515,0,0
1409,36.0,499,330,1,52,5,19,9,22,12.8,-804.0,0,0
1410,1.0,463,278,1,105,4,19,22,2,3.7,-3.6999999999999886,0,0
1411,1.0,455,350,1,105,1,19,22,2,-2.0,-4.0,0,0
1412,1.0,453,350,1,105,0,19,22,2,31.63333333333333,-7.633333333333327,0,0
1413,1.0,455,329,1,105,3,19,22,2,13.683333333333335,3.8000000000000114,0,0
1414,1.0,461,350,1,105,2,19,22,2,11.2,4.833333333333343,0,0
1415,1.0,461,350,1,105,5,19,22,2,10.216666666666667,2.3333333333333437,0,0
1416,1.0,475,350,1,105,6,19,22,2,8.566666666666666,-5.75,0,0
1417,1.0,456,350,1,105,4,19,22,2,1.85,-5.849999999999994,0,0
1418,1.0,457,350,1,105,1,19,22,2,31.15,-4.150000000000007,0,0
1419,1.0,456,350,1,105,0,19,22,2,30.38333333333333,-3.3833333333333258,0,0
1420,1.0,456,350,1,105,3,19,0,2,118.8,-1.2166666666666686,0,0
1421,1.0,460,350,1,105,2,19,23,2,84.0,-6.0,0,0
1422,3.0,409,280,1,73,4,19,21,12,23.18333333333333,-3.5666666666666638,2,0
1423,3.0,415,280,1,73,1,19,21,12,22.25,-6.066666666666663,2,0
1424,3.0,445,340,1,73,0,19,21,12,29.35,-3.25,2,0
1425,3.0,445,340,1,73,3,19,21,12,5.383333333333334,4.266666666666667,2,0
1426,3.0,414,280,1,73,2,19,21,12,15.683333333333335,-4.233333333333333,2,0
1427,3.0,412,280,1,73,5,19,21,12,13.0,-6.700000000000002,2,0
1428,3.0,409,280,1,73,6,19,21,12,14.166666666666664,2.1666666666666714,2,0
1429,3.0,410,340,1,73,4,19,21,12,3.316666666666667,6.566666666666663,2,0
1430,3.0,410,340,1,73,1,19,21,12,46.53333333333333,-1.3499999999999943,2,0
1431,3.0,431,320,1,73,0,19,23,12,127.83333333333331,2.9333333333333367,2,0
1432,3.0,409,280,1,73,3,19,22,12,58.61666666666667,-3.2333333333333343,2,0
1433,3.0,412,340,1,73,2,19,21,12,35.666666666666664,-1.4000000000000057,2,0
1434,3.0,439,340,1,26,4,19,20,12,44.61666666666667,-1.7666666666666655,2,0
1435,3.0,434,249,1,26,1,19,21,12,51.51666666666666,3.450000000000003,2,0
1436,3.0,429,340,1,26,0,19,20,12,29.816666666666666,6.883333333333333,2,0
1437,3.0,430,340,1,26,3,19,20,12,10.283333333333333,3.7166666666666686,2,0
1438,3.0,431,340,1,26,2,19,20,12,10.716666666666667,-4.716666666666669,2,0
1439,3.0,428,340,1,26,5,19,23,12,167.95,-3.8500000000000014,2,1
1440,3.0,433,340,1,26,6,19,20,12,14.366666666666667,-6.366666666666667,2,0
1441,3.0,432,320,1,26,4,19,20,12,8.783333333333333,5.43333333333333,2,1
1442,3.0,440,340,1,26,1,19,20,12,5.766666666666668,1.2333333333333345,2,0
1443,3.0,437,340,1,26,0,19,23,12,199.13333333333333,2.8666666666666667,2,0
1444,3.0,435,340,1,26,3,19,22,12,109.23333333333332,8.766666666666666,2,0
1445,3.0,436,340,1,26,2,19,23,12,190.53333333333333,4.466666666666669,2,0
1446,3.0,434,340,1,77,4,19,20,12,4.616666666666666,4.38333333333334,2,0
1447,3.0,446,340,1,77,1,19,21,12,15.483333333333333,13.36666666666666,2,0
1448,3.0,446,360,1,77,0,19,20,12,5.65,7.083333333333329,2,0
1449,3.0,446,340,1,77,3,19,20,12,2.3666666666666667,6.5166666666666675,2,0
1450,3.0,450,340,1,77,2,19,20,12,1.0,-5.0,2,0
1451,3.0,437,340,1,77,5,19,21,12,38.46666666666667,12.13333333333334,2,0
1452,3.0,435,340,1,77,6,19,20,12,-4.433333333333334,10.11666666666666,2,0
1453,3.0,437,340,1,77,4,19,20,12,-4.5,3.5,2,0
1454,3.0,438,340,1,77,1,19,21,12,16.016666666666666,8.216666666666669,2,0
1455,3.0,429,250,1,77,0,19,20,12,17.05,-7.049999999999998,2,0
1456,3.0,434,340,1,77,3,19,20,12,13.533333333333333,4.75,2,0
1457,3.0,460,340,1,77,2,19,0,12,218.38333333333333,4.316666666666663,2,0
1458,3.0,427,340,1,77,6,19,21,12,40.15,4.849999999999994,2,0
1459,23.0,379,360,1,122,4,19,21,14,1.0,-15.0,4,1
1460,23.0,362,330,59,30,4,15,17,14,69.0,-10.183333333333335,4,0
1461,23.0,380,360,1,122,1,19,21,14,14.0,-28.0,4,1
1462,23.0,378,350,59,30,1,15,16,14,-8.9,2.9000000000000057,4,0
1463,23.0,406,360,1,122,0,19,21,14,15.0,-13.0,4,1
1464,23.0,421,320,1,122,3,19,21,14,-3.0,-1.0,4,0
1465,23.0,451,310,59,30,3,15,16,14,-16.0,3.5666666666666638,4,0
1466,9.0,422,360,1,122,2,19,21,14,2.316666666666667,-2.316666666666663,2,0
1467,9.0,460,310,59,30,2,15,22,14,346.0,12.349999999999996,2,0
1468,19.0,367,0,1,122,5,19,0,14,178.0,0.0,2,0
1469,0.0,459,340,1,18,1,19,23,2,11.0,-229.0,1,0
1470,0.0,459,340,1,18,0,19,23,2,2.0,-227.0,1,0
1471,0.0,463,320,1,18,3,19,23,2,2.0,-4.0,1,0
1472,0.0,479,260,1,18,2,19,23,2,8.5,-243.0,1,0
1473,0.0,477,300,1,18,5,19,1,2,95.0,10.0,1,0
1474,0.0,463,340,1,18,6,19,23,2,9.716666666666667,-0.7166666666666686,1,0
1475,0.0,460,340,1,18,4,19,23,2,13.0,-4.0,1,0
1476,0.0,462,340,1,18,1,19,23,2,16.0,-228.0,1,0
1477,0.0,464,340,1,18,0,19,1,2,113.18333333333334,-0.18333333333333712,1,0
1478,0.0,467,340,1,18,3,19,0,2,45.0,-237.0,1,0
1479,0.0,475,320,1,18,2,19,1,2,107.56666666666666,-10.083333333333343,1,0
1480,0.0,466,340,1,18,5,19,23,2,5.6,2.4000000000000057,1,0
1481,23.0,407,360,1,49,4,19,21,14,3.0,-5.0,4,0
1482,23.0,407,360,1,49,1,19,20,14,1.7666666666666666,-9.433333333333335,4,0
1483,23.0,395,360,1,49,0,19,21,14,25.98333333333333,-17.816666666666666,4,0
1484,9.0,469,320,1,49,3,19,21,14,61.0,-2.0,2,0
1485,23.0,402,360,1,49,2,19,20,14,4.0,-16.0,4,0
1486,9.0,399,360,1,49,5,19,22,14,101.43333333333334,1.5666666666666629,2,0
1487,23.0,459,320,1,49,6,19,20,14,0.15,-5.150000000000006,4,0
1488,23.0,408,360,1,49,4,19,20,14,7.0,-16.0,4,0
1489,23.0,454,320,1,49,1,19,20,14,4.616666666666666,-8.083333333333329,4,0
1490,23.0,400,360,1,49,0,19,21,14,51.0,-15.0,4,0
1491,23.0,409,360,1,49,3,19,22,14,68.0,-7.0,4,0
1492,9.0,399,360,1,49,2,19,22,14,97.76666666666668,2.2333333333333343,2,1
1493,9.0,453,320,1,63,4,19,21,14,12.0,-6.2666666666666675,2,0
1494,9.0,394,360,48,30,4,15,16,14,21.0,2.0,2,0
1495,9.0,456,320,1,63,1,19,20,14,5.0,-4.533333333333331,2,0
1496,9.0,443,360,48,30,1,15,16,14,-4.0,2.1666666666666714,2,0
1497,9.0,390,360,1,63,0,19,20,14,4.566666666666666,-6.166666666666671,2,0
1498,23.0,443,360,48,30,0,15,16,14,-6.0,-5.0,4,0
1499,9.0,448,320,1,63,3,19,20,14,5.0,-4.283333333333331,2,0
1500,9.0,405,260,48,30,3,15,16,14,-1.0,4.933333333333337,2,0
1501,9.0,371,340,1,63,2,19,21,14,14.533333333333333,-13.333333333333329,2,0
1502,23.0,453,320,48,30,2,15,16,14,-11.8,-5.266666666666667,4,1
1503,4.0,455,360,1,33,1,19,23,2,8.0,1.5999999999999943,1,0
1504,4.0,453,360,1,33,0,19,23,2,-2.0,-3.0,1,0
1505,1.0,449,360,1,33,3,19,23,2,0.0,-1.26666666666668,0,0
1506,0.0,457,340,1,33,2,19,23,2,10.0,-6.466666666666669,1,0
1507,4.0,453,360,1,33,5,19,23,2,23.0,3.0,1,0
1508,4.0,461,340,1,33,6,19,23,2,9.716666666666667,4.283333333333331,1,0
1509,0.0,462,340,1,33,4,19,23,2,15.0,3.3333333333333437,1,0
1510,1.0,461,360,1,33,1,19,23,2,25.68333333333333,-2.683333333333337,0,0
1511,0.0,470,340,1,33,0,19,1,2,115.0,-1.0,1,0
1512,0.0,464,340,1,33,3,19,23,2,31.016666666666666,2.98333333333332,1,0
1513,0.0,460,360,1,33,5,19,23,2,32.31666666666667,-9.316666666666665,1,0
1514,3.0,423,310,1,71,4,19,20,12,3.283333333333333,2.2333333333333343,2,0
1515,3.0,432,340,1,71,1,19,20,12,14.6,-6.166666666666671,2,1
1516,3.0,426,330,1,71,0,19,20,12,-0.11666666666666667,0.3333333333333357,2,0
1517,3.0,428,330,1,71,3,19,20,12,14.816666666666665,0.13333333333333286,2,0
1518,3.0,430,340,1,71,2,19,20,12,16.183333333333334,-4.183333333333337,2,0
1519,3.0,427,340,1,71,5,19,21,12,36.0,-7.0,2,0
1520,3.0,430,330,1,71,6,19,22,12,99.15,3.799999999999997,2,0
1521,3.0,436,350,1,71,4,19,20,12,15.883333333333333,3.1166666666666605,2,0
1522,3.0,435,330,1,71,1,19,21,12,24.0,5.0,2,0
1523,3.0,436,330,1,71,0,19,21,12,81.55,2.6666666666666643,2,0
1524,3.0,434,330,1,71,3,19,23,12,147.95,9.049999999999997,2,0
1525,3.0,415,310,1,71,2,19,23,12,143.26666666666668,7.433333333333337,2,1
1526,3.0,443,350,1,71,4,19,22,12,128.61666666666667,3.4333333333333367,2,0
1527,3.0,431,320,1,99,4,19,21,12,8.233333333333333,-0.2333333333333343,2,0
1528,3.0,444,340,1,99,1,19,21,12,8.233333333333333,2.7666666666666657,2,0
1529,3.0,443,340,1,99,0,19,21,12,-0.6833333333333333,11.683333333333335,2,0
1530,3.0,458,340,1,99,3,19,21,12,9.666666666666666,2.3333333333333286,2,0
1531,3.0,445,340,1,99,2,19,21,12,8.8,1.2000000000000028,2,0
1532,3.0,430,320,1,99,5,19,21,12,14.383333333333333,-4.38333333333334,2,0
1533,3.0,433,340,1,99,6,19,21,12,5.0,7.0,2,0
1534,3.0,429,320,1,99,4,19,21,12,45.23333333333333,5.7666666666666675,2,0
1535,3.0,431,320,1,99,1,19,21,12,7.6,3.4000000000000057,2,0
1536,3.0,433,340,1,99,0,19,22,12,105.15,7.849999999999994,2,0
1537,3.0,426,320,1,99,3,19,23,12,123.13333333333334,4.86666666666666,2,0
1538,3.0,429,340,1,99,2,19,22,12,91.58333333333331,5.416666666666671,2,0
1539,2.0,449,390,17,148,0,19,21,3,5.0,2.3499999999999943,0,0
1540,2.0,427,270,53,11,0,17,18,3,10.0,-2.06666666666667,0,0
1541,2.0,456,310,28,142,0,16,17,3,6.0,8.0,0,0
1542,2.0,448,410,17,148,0,19,21,3,0.0,-1.7166666666666686,0,0
1543,2.0,423,270,53,11,0,17,18,3,-4.0,-2.0,0,0
1544,2.0,449,310,28,142,0,16,16,3,-4.0,26.0,0,0
1545,3.0,403,280,17,4,1,19,20,4,6.85,-11.083333333333336,2,0
1546,3.0,403,280,17,4,0,19,20,4,2.7333333333333334,-5.399999999999999,2,0
1547,3.0,394,260,17,4,3,19,21,4,38.18333333333333,-54.11666666666667,2,0
1548,3.0,392,260,17,4,2,19,21,4,60.91666666666666,-55.91666666666666,2,0
1549,3.0,392,280,17,4,5,19,20,4,3.8833333333333333,-5.799999999999998,2,0
1550,3.0,390,260,17,4,6,19,21,4,41.56666666666667,-3.633333333333333,2,0
1551,3.0,393,260,17,4,4,19,20,4,5.083333333333333,-4.783333333333331,2,0
1552,3.0,400,280,17,4,1,19,20,4,3.533333333333333,-2.6499999999999986,2,0
1553,3.0,393,260,17,4,0,19,20,4,9.516666666666667,-6.5166666666666675,2,0
1554,3.0,388,260,17,4,3,19,23,4,171.03333333333333,-7.033333333333331,2,0
1555,3.0,396,280,17,4,2,19,20,4,9.55,-38.18333333333333,2,0
1556,4.0,460,370,23,11,4,16,18,7,-20.0,-14.88333333333334,1,0
1557,4.0,450,350,17,23,1,19,23,7,1.45,-2.7833333333333314,1,0
1558,4.0,450,370,23,11,1,16,18,7,-2.216666666666667,-7.950000000000002,1,0
1559,4.0,450,350,17,23,0,19,23,7,-1.3333333333333333,-3.73333333333332,1,0
1560,4.0,460,390,23,11,0,16,18,7,-8.866666666666667,-2.11666666666666,1,0
1561,4.0,450,350,17,23,3,19,23,7,-2.4,-3.8499999999999934,1,0
1562,4.0,450,370,23,11,3,16,18,7,-2.9166666666666665,-6.849999999999994,1,0
1563,4.0,460,330,17,23,2,19,23,7,-1.1333333333333333,-13.116666666666674,1,0
1564,4.0,450,350,23,11,2,16,18,7,-3.1166666666666667,-8.233333333333334,1,0
1565,0.0,450,370,23,11,5,16,18,7,14.116666666666667,-6.666666666666671,1,0
1566,0.0,440,350,23,11,6,16,18,7,-3.8833333333333333,-16.86666666666666,1,0
1567,0.0,440,310,17,23,4,19,0,7,20.866666666666667,-6.266666666666678,1,0
1568,0.0,444,370,17,8,0,19,21,18,4.3,1.63333333333334,1,0
1569,0.0,445,370,17,8,5,19,21,18,-7.2,-2.9666666666666686,1,0
1570,0.0,450,370,17,8,0,19,21,18,4.933333333333334,4.933333333333337,1,0
1571,4.0,461,370,17,18,4,19,22,20,6.55,4.449999999999988,1,0
1572,4.0,457,330,17,18,1,19,22,20,49.56666666666667,1.4333333333333371,1,0
1573,4.0,450,370,17,18,0,19,21,20,1.0,-1.0,1,0
1574,4.0,462,370,17,18,3,19,22,20,1.0,2.0,1,1
1575,4.0,465,350,17,18,2,19,22,20,0.8666666666666667,3.1333333333333258,1,0
1576,4.0,464,350,17,18,5,19,22,20,18.0,4.0,1,0
1577,4.0,463,370,17,18,6,19,22,20,-0.13333333333333333,25.13333333333333,1,0
1578,4.0,466,350,17,18,4,19,22,20,9.583333333333334,8.416666666666657,1,0
1579,4.0,449,370,17,18,1,19,22,20,22.16666666666667,3.8333333333333433,1,0
1580,4.0,449,370,17,18,0,19,22,20,15.833333333333336,2.166666666666657,1,0
1581,4.0,450,370,17,18,3,19,22,20,21.2,-0.19999999999998866,1,0
1582,4.0,462,370,17,18,2,19,22,20,46.0,0.0,1,0
1583,1.0,458,370,17,42,0,19,22,3,2.45,-2.4499999999999886,0,0
1584,26.0,455,390,17,42,0,19,22,3,0.9166666666666666,1.3333333333333428,0,0
1585,2.0,452,390,28,40,0,23,0,3,-6.166666666666668,-13.833333333333329,0,0
1586,2.0,456,360,82,53,0,21,22,3,-7.0,-1.8999999999999984,0,0
1587,2.0,458,280,17,140,0,19,20,3,7.483333333333332,-8.649999999999999,0,0
1588,2.0,447,410,28,40,0,23,0,3,1.0,-7.0,0,0
1589,2.0,458,360,82,53,0,21,22,3,-8.0,3.4166666666666643,0,0
1590,2.0,451,280,17,140,0,19,20,3,2.9833333333333334,-10.15,0,1
1591,4.0,448,360,17,7,4,18,19,2,17.666666666666668,1.3333333333333357,1,0
1592,1.0,444,350,11,0,1,22,1,2,6.0,-205.0,0,0
1593,8.0,450,340,17,7,1,18,19,2,3.183333333333333,-1.1833333333333371,0,0
1594,1.0,474,320,17,7,0,18,20,2,70.61666666666666,-0.61666666666666,0,0
1595,4.0,459,360,17,7,3,18,21,2,133.0,-2.0,1,0
1596,0.0,468,320,17,7,2,18,20,2,35.0,-2.0,1,0
1597,4.0,434,340,17,7,5,18,20,2,34.0,-4.0,1,0
1598,4.0,462,340,17,7,6,18,19,2,12.216666666666667,-5.216666666666669,1,0
1599,4.0,450,380,17,7,4,18,19,2,-9.0,-5.0,1,0
1600,1.0,443,350,11,0,1,22,1,2,-4.0,-6.0,0,0
1601,4.0,468,320,17,7,1,18,19,2,-1.0,-3.3166666666666638,1,0
1602,1.0,455,340,17,7,0,18,19,2,-2.6666666666666665,-3.3333333333333286,0,0
1603,4.0,430,320,17,7,3,18,20,2,34.63333333333333,-5.549999999999998,1,0
1604,1.0,431,272,17,10,1,19,23,2,0.6833333333333333,-11.683333333333335,0,0
1605,8.0,452,350,17,10,0,19,23,2,-4.116666666666666,-10.883333333333326,0,0
1606,1.0,451,370,17,10,3,19,23,2,-2.0,-3.75,0,0
1607,1.0,447,350,17,10,2,19,23,2,-7.95,-5.050000000000012,0,0
1608,8.0,464,350,17,10,5,19,0,2,7.216666666666668,21.78333333333336,0,0
1609,8.0,462,350,17,10,6,19,16,2,973.1166666666667,15.883333333333326,0,0
1610,1.0,447,370,17,10,4,19,23,2,-4.733333333333333,-8.26666666666668,0,0
1611,1.0,448,350,17,10,1,19,0,2,5.35,-264.0,0,0
1612,1.0,448,350,17,10,0,19,23,2,-4.783333333333333,-6.216666666666669,0,0
1613,1.0,443,370,17,10,3,19,0,2,-2.8,-0.19999999999998866,0,0
1614,1.0,462,370,17,10,2,19,0,2,10.0,-260.0,0,0
1615,8.0,463,370,17,10,6,19,0,2,5.116666666666666,2.8833333333333258,0,0
1616,0.0,450,360,17,3,4,19,21,7,-1.6,-0.4000000000000057,1,0
1617,0.0,450,360,17,3,1,19,21,7,-6.6,7.533333333333331,1,0
1618,0.0,450,380,17,3,0,19,21,7,-7.55,-2.0,1,0
1619,0.0,450,360,17,3,3,19,21,7,3.6,-3.0333333333333314,1,0
1620,0.0,450,380,17,3,2,19,21,7,-4.75,-1.6666666666666714,1,0
1621,0.0,450,360,17,3,4,19,21,7,-2.5,-0.6500000000000057,1,0
1622,0.0,450,360,17,3,1,19,22,7,29.66666666666667,0.4000000000000057,1,0
1623,0.0,450,380,17,3,0,19,23,7,69.7,13.883333333333326,1,0
1624,0.0,460,380,17,3,3,19,23,7,74.53333333333333,13.116666666666674,1,0
1625,0.0,460,360,17,3,2,19,22,7,4.916666666666667,-1.1166666666666598,1,0
1626,0.0,450,360,17,3,4,19,21,7,3.716666666666667,5.266666666666667,1,0
1627,2.0,445,290,17,14,0,19,20,3,-3.8,-4.600000000000001,0,0
1628,2.0,439,290,17,14,0,19,20,3,2.0,-3.0,0,0
1629,39.0,274,30,5,69,4,16,16,17,9.55,1.2666666666666675,6,0
1630,39.0,413,410,11,28,1,14,18,17,41.4,5.783333333333331,6,0
1631,39.0,282,220,87,190,1,13,11,17,-193.2,12.200000000000005,6,0
1632,39.0,373,130,137,7,1,12,12,17,6.033333333333332,7.0166666666666675,6,0
1633,39.0,425,300,17,65,0,19,20,17,33.2,2.1666666666666643,6,0
1634,39.0,426,300,89,11,0,16,17,17,11.666666666666664,6.283333333333331,6,0
1635,1.0,456,370,17,23,0,19,23,3,0.5666666666666667,3.4333333333333367,0,0
1636,1.0,455,350,17,23,0,19,23,3,13.233333333333333,9.300000000000011,0,0
1637,1.0,471,340,17,7,4,16,17,2,-5.433333333333334,-68.0,0,0
1638,0.0,462,340,17,7,1,16,17,2,3.8833333333333333,-3.88333333333334,1,0
1639,1.0,474,320,17,7,0,16,20,2,176.68333333333337,-1.6833333333333371,0,0
1640,1.0,475,320,17,7,3,16,17,2,10.633333333333333,-0.63333333333334,0,0
1641,0.0,464,340,17,7,2,16,17,2,6.866666666666666,-5.133333333333333,1,0
1642,1.0,467,340,17,7,5,16,17,2,8.116666666666667,-6.116666666666667,0,0
1643,8.0,472,300,17,7,6,16,18,2,44.31666666666667,-5.31666666666667,0,0
1644,8.0,475,320,17,7,4,16,17,2,4.3,-1.2999999999999972,0,0
1645,8.0,487,260,17,7,1,16,17,2,15.9,-2.9000000000000057,0,0
1646,1.0,469,340,17,7,0,16,17,2,2.0,-5.0,0,0
1647,1.0,470,340,17,7,3,16,18,2,26.41666666666667,-5.416666666666664,0,0
1648,1.0,470,340,17,7,2,16,17,2,-6.116666666666666,3.1166666666666605,0,0
1649,5.0,471,294,22,14,4,19,20,0,-0.5666666666666667,-2.950000000000003,1,0
1650,5.0,437,280,20,4,4,17,18,0,9.0,-3.56666666666667,1,0
1651,5.0,484,270,22,14,1,19,23,0,128.0,10.583333333333329,1,0
1652,5.0,436,280,20,4,1,17,20,0,145.0,-6.0,1,0
1653,5.0,445,330,22,14,0,19,20,0,6.166666666666668,-68.0,1,0
1654,5.0,438,320,20,4,0,17,18,0,4.65,-9.266666666666666,1,0
1655,5.0,452,310,22,14,3,19,20,0,9.95,-2.56666666666667,1,0
1656,5.0,452,320,20,4,3,17,18,0,6.7333333333333325,-2.06666666666667,1,0
1657,0.0,449,330,22,14,2,19,21,0,6.0,-70.0,1,0
