,ident,aircrafttype,filed_ete,filed_time,filed_departuretime,filed_airspeed_kts,filed_airspeed_mach,filed_altitude,route,actualdeparturetime,estimatedarrivaltime,actualarrivaltime,diverted,origin,destination,originName,originCity,destinationName,destinationCity
SKW5365,SKW5365,CRJ7,01:45:00,1537939556,1538169000,448,,360,JOJJO3 DOOGE Q63 HEVAN MZZ VEECK3,1538169240,1538174537,1538174537,,KCLT,KORD,Charlotte/Douglas Intl,"Charlotte, NC",Chicago O'Hare Intl,"Chicago, IL"
SKW5365,SKW5365,CRJ7,01:25:00,1537853148,1538082600,451,,360,JOJJO3 DOOGE Q63 HEVAN MZZ VEECK3,1538083411,1538088692,1538088692,,KCLT,KORD,Charlotte/Douglas Intl,"Charlotte, NC",Chicago O'Hare Intl,"Chicago, IL"
SKW5365,SKW5365,CRJ7,02:07:00,1537766749,1537996200,450,,360,BOBZY3 BNA FTZ TRTLL4,1537997820,1538005228,1538005228,,KCLT,KORD,Charlotte/Douglas Intl,"Charlotte, NC",Chicago O'Hare Intl,"Chicago, IL"
SKW5365,SKW5365,CRJ7,01:43:00,1537680366,1537909800,451,,360,WEAZL3 CLAWD HVQ APE FWA WATSN WATSN3,1537910610,1537919716,1537919716,,KCLT,KORD,Charlotte/Douglas Intl,"Charlotte, NC",Chicago O'Hare Intl,"Chicago, IL"
SKW5365,SKW5365,CRJ7,01:25:00,1537593964,1537823400,449,,360,JOJJO3 DOOGE Q63 HEVAN MZZ VEECK3,1537824120,1537829510,1537829510,,KCLT,KORD,Charlotte/Douglas Intl,"Charlotte, NC",Chicago O'Hare Intl,"Chicago, IL"
SKW5365,SKW5365,CRJ7,01:41:00,1537507564,1537737000,450,,360,JOJJO3 DOOGE Q63 HEVAN MZZ VEECK3,1537738020,1537743480,1537743480,,KCLT,KORD,Charlotte/Douglas Intl,"Charlotte, NC",Chicago O'Hare Intl,"Chicago, IL"
SKW5365,SKW5365,CRJ7,01:41:00,1537421170,1537659000,451,,360,JOJJO3 DOOGE Q63 HEVAN MZZ VEECK3,1537658700,1537663860,1537663860,,KCLT,KORD,Charlotte/Douglas Intl,"Charlotte, NC",Chicago O'Hare Intl,"Chicago, IL"
SKW5365,SKW5365,CRJ7,01:31:00,1537573114,1537564200,451,,349,KONGO065048 HNN MZZ VEECK3,1537570860,1537576260,1537576260,,KCLT,KORD,Charlotte/Douglas Intl,"Charlotte, NC",Chicago O'Hare Intl,"Chicago, IL"
SKW5365,SKW5365,CRJ7,01:39:00,1537248388,1537477800,452,,360,JOJJO3 DOOGE Q63 HEVAN MZZ VEECK3,1537479540,1537484940,1537484940,,KCLT,KORD,Charlotte/Douglas Intl,"Charlotte, NC",Chicago O'Hare Intl,"Chicago, IL"
AAL779,AAL779,A321,04:30:00,1538371563,1538631900,439,,0,,0,1538648100,0,,KSJC,KCLT,San Jose Int'l,"San Jose, CA",Charlotte/Douglas Intl,"Charlotte, NC"
AAL779,AAL779,A321,05:02:00,1538371563,1538608620,393,,0,,0,1538626740,0,,KCLT,KSJC,Charlotte/Douglas Intl,"Charlotte, NC",San Jose Int'l,"San Jose, CA"
AAL779,AAL779,A321,04:30:00,1538285154,1538545320,439,,0,,0,1538561520,0,,KSJC,KCLT,San Jose Int'l,"San Jose, CA",Charlotte/Douglas Intl,"Charlotte, NC"
AAL779,AAL779,A321,05:02:00,1538285154,1538522220,462,,340,BOBZY3 BNA Q36 RZC J182 ICT J28 PUB J28 MLF J58 ILC KATTS RUMPS KNGRY RAZRR4,0,1538540340,0,,KCLT,KSJC,Charlotte/Douglas Intl,"Charlotte, NC",San Jose Int'l,"San Jose, CA"
AAL779,AAL779,A321,04:30:00,1538198744,1538458920,456,,350,,0,1538475120,0,,KSJC,KCLT,San Jose Int'l,"San Jose, CA",Charlotte/Douglas Intl,"Charlotte, NC"
AAL779,AAL779,A321,04:52:00,1538437411,1538435820,465,,320,BOBZY3 BNA J46 ARG J46 TUL SEGLR J8 FTI J76 LAS BTY KENNO RUSME RAZRR4,1538435961,1538453520,0,,KCLT,KSJC,Charlotte/Douglas Intl,"Charlotte, NC",San Jose Int'l,"San Jose, CA"
AAL779,AAL779,A321,04:09:00,1538176100,1538372520,454,,350,SJC2 MOONY SJC BMRNG TIPRE Q126 INSLO DTA J84 EKR J116 FQF J80 HLC SLN BUM J112 FAM VALER BNA J46 VXV COMDY FILPZ3,1538372340,1538387760,1538387760,,KSJC,KCLT,San Jose Int'l,"San Jose, CA",Charlotte/Douglas Intl,"Charlotte, NC"
AAL779,AAL779,A321,04:58:00,1538112349,1538349420,457,,300,BOBZY3 BNA Q36 RZC J182 ICT J28 MLF J58 ILC KATTS RUMPS KNGRY RAZRR4,1538349720,1538367660,1538367660,,KCLT,KSJC,Charlotte/Douglas Intl,"Charlotte, NC",San Jose Int'l,"San Jose, CA"
AAL779,AAL779,A321,04:19:00,1538025953,1538286120,452,,330,BMRNG4 TIPRE Q126 INSLO DTA J84 EKR J116 FQF J80 HLC SLN BUM J112 EUNIK J112 FAM VALER BNA J46 VXV COMDY FILPZ3,1538286120,1538302020,1538302020,,KSJC,KCLT,San Jose Int'l,"San Jose, CA",Charlotte/Douglas Intl,"Charlotte, NC"
AAL779,AAL779,A321,04:55:00,1538025953,1538263020,462,,300,BOBZY3 BNA J46 PLIED J46 TUL SEGLR J8 FTI J76 LAS BTY KENNO RUSME RAZRR4,1538263440,1538282228,1538282228,,KCLT,KSJC,Charlotte/Douglas Intl,"Charlotte, NC",San Jose Int'l,"San Jose, CA"
AAL779,AAL779,A321,04:15:00,1538201286,1538199720,455,,278,SJC2 MOONY SJC BMRNG SYRAH Q128 JSICA MLF J28 KYLER J28 ICT SGF BNA J46 VXV COMDY FILPZ3,1538199546,1538215624,1538215624,,KSJC,KCLT,San Jose Int'l,"San Jose, CA",Charlotte/Douglas Intl,"Charlotte, NC"
AAL779,AAL779,A321,04:46:00,1538178784,1538176620,462,,340,BOBZY3 BNA J46 PLIED J46 TUL SEGLR J8 FTI J76 TBC J76 LAS BTY KENNO RUSME RAZRR4,1538177160,1538194377,1538194377,,KCLT,KSJC,Charlotte/Douglas Intl,"Charlotte, NC",San Jose Int'l,"San Jose, CA"
AAL779,AAL779,A321,04:16:00,1537853144,1538113320,461,,330,SJC2 MOONY SJC BMRNG TIPRE Q126 INSLO DTA J84 EKR J116 FQF J80 HLC SLN BUM J112 EUNIK J112 FAM VALER BNA J46 VXV COMDY FILPZ3,1538113639,1538129083,1538129083,,KSJC,KCLT,San Jose Int'l,"San Jose, CA",Charlotte/Douglas Intl,"Charlotte, NC"
AAL779,AAL779,A321,05:13:00,1537853144,1538090220,467,,320,WEAZL3 CLAWD BKW BNA J46 TUL SEGLR J8 FTI J76 LAS BTY KENNO RUSME RAZRR4,1538091536,1538109869,1538109869,,KCLT,KSJC,Charlotte/Douglas Intl,"Charlotte, NC",San Jose Int'l,"San Jose, CA"
AAL779,AAL779,A321,04:25:00,1537766745,1538026920,456,,330,SJC2 MOONY SJC BMRNG SYRAH Q128 JSICA MLF J28 KYLER J28 ICT SGF BNA J46 VXV COMDY FILPZ3,1538028377,1538044296,1538044296,,KSJC,KCLT,San Jose Int'l,"San Jose, CA",Charlotte/Douglas Intl,"Charlotte, NC"
AAL2078,AAL2078,A321,01:25:00,1538371563,1538609100,325,,0,,0,1538614200,0,,KCLT,KEWR,Charlotte/Douglas Intl,"Charlotte, NC",Newark Liberty Intl,"Newark, NJ"
AAL2078,AAL2078,A321,01:25:00,1538285154,1538522700,446,,390,KILNS3 AUDII FAK PHLBO3,0,1538527800,0,,KCLT,KEWR,Charlotte/Douglas Intl,"Charlotte, NC",Newark Liberty Intl,"Newark, NJ"
AAL2078,AAL2078,A321,01:21:00,1538437785,1538436300,455,,310,3531N/07951W AUDII FAK PHLBO3,1538436699,1538443740,1538443740,,KCLT,KEWR,Charlotte/Douglas Intl,"Charlotte, NC",Newark Liberty Intl,"Newark, NJ"
AAL2078,AAL2078,A321,01:25:00,1538112348,1538349900,456,,350,KILNS3 AUDII FAK PHLBO3,1538350140,1538355240,1538355240,,KCLT,KEWR,Charlotte/Douglas Intl,"Charlotte, NC",Newark Liberty Intl,"Newark, NJ"
AAL2078,AAL2078,A321,01:17:00,1538264296,1538263500,451,,370,3529N/07958W RDU256033 OTT PHLBO3,1538263252,1538267520,1538267520,,KCLT,KEWR,Charlotte/Douglas Intl,"Charlotte, NC",Newark Liberty Intl,"Newark, NJ"
AAL2078,AAL2078,A321,01:13:00,1538182338,1538177100,460,,350,KILNS3 AUDII FAK PHLBO3,1538181281,1538185650,1538185650,,KCLT,KEWR,Charlotte/Douglas Intl,"Charlotte, NC",Newark Liberty Intl,"Newark, NJ"
AAL2078,AAL2078,A321,01:28:00,1537853144,1538090700,449,,330,WEAZL3 CLAWD BKW J42 GVE PHLBO3,1538098538,1538103300,1538103300,,KCLT,KEWR,Charlotte/Douglas Intl,"Charlotte, NC",Newark Liberty Intl,"Newark, NJ"
AAL2078,AAL2078,A321,01:38:00,1537766744,1538004300,452,,350,WEAZL3 CLAWD BKW J42 GVE PHLBO3,1538008800,1538013632,1538013632,,KCLT,KEWR,Charlotte/Douglas Intl,"Charlotte, NC",Newark Liberty Intl,"Newark, NJ"
AAL2078,AAL2078,A321,01:18:00,1537927418,1537917900,454,,330,RDU254011 OTT PHLBO3,1537926365,1537931340,1537931340,,KCLT,KEWR,Charlotte/Douglas Intl,"Charlotte, NC",Newark Liberty Intl,"Newark, NJ"
AAL2078,AAL2078,A321,01:19:00,1537833873,1537831500,461,,350,RIC311021 FUBRR PHLBO3,1537831752,1537837284,1537837284,,KCLT,KEWR,Charlotte/Douglas Intl,"Charlotte, NC",Newark Liberty Intl,"Newark, NJ"
AAL2078,AAL2078,A321,01:18:00,1537749927,1537745100,461,,350,KILNS3 AUDII FAK PHLBO3,1537748736,1537753169,1537753169,,KCLT,KEWR,Charlotte/Douglas Intl,"Charlotte, NC",Newark Liberty Intl,"Newark, NJ"
AAL2078,AAL2078,A321,01:22:00,1537421150,1537658700,443,,390,KILNS3 AUDII FAK PHLBO3,1537659000,1537663197,1537663197,,KCLT,KEWR,Charlotte/Douglas Intl,"Charlotte, NC",Newark Liberty Intl,"Newark, NJ"
AAL2078,AAL2078,A321,01:18:00,1537573902,1537572300,460,,330,RDU257031 FAK PHLBO3,1537572726,1537577640,1537577640,,KCLT,KEWR,Charlotte/Douglas Intl,"Charlotte, NC",Newark Liberty Intl,"Newark, NJ"
AAL2078,AAL2078,A321,01:18:00,1537490674,1537485900,479,,310,KILNS3 AUDII FAK PHLBO3,1537489430,1537494583,1537494583,,KCLT,KEWR,Charlotte/Douglas Intl,"Charlotte, NC",Newark Liberty Intl,"Newark, NJ"
AAL2078,AAL2078,A321,01:25:00,1537401284,1537399500,476,,310,KILNS3 AUDII FAK PHLBO3,1537399987,1537405266,1537405266,,KCLT,KEWR,Charlotte/Douglas Intl,"Charlotte, NC",Newark Liberty Intl,"Newark, NJ"
ENY3868,ENY3868,E135,02:04:00,1538371563,1538606100,298,,0,,0,1538613540,0,,KCLT,KSGF,Charlotte/Douglas Intl,"Charlotte, NC",Springfield,"Springfield, MO"
ENY3868,ENY3868,E145,01:42:00,1538285154,1538519700,432,,360,BOBZY3 BNA J46 ARG,0,1538526240,0,,KCLT,KSGF,Charlotte/Douglas Intl,"Charlotte, NC",Springfield,"Springfield, MO"
ENY3868,ENY3868,E135,01:53:00,1538435571,1538433300,420,,360,BOBZY3 BNA J46 ARG,1538434281,1538440717,1538440717,,KCLT,KSGF,Charlotte/Douglas Intl,"Charlotte, NC",Springfield,"Springfield, MO"
ENY3868,ENY3868,E135,01:47:00,1538348152,1538346900,433,,300,MACEY043074 ARG,1538346749,1538352600,1538352600,,KCLT,KSGF,Charlotte/Douglas Intl,"Charlotte, NC",Springfield,"Springfield, MO"
ENY3868,ENY3868,E135,01:51:00,1538264021,1538260500,431,,360,BOBZY3 BNA J46 ARG,1538262942,1538269320,1538269320,,KCLT,KSGF,Charlotte/Douglas Intl,"Charlotte, NC",Springfield,"Springfield, MO"
ENY3868,ENY3868,E135,01:50:00,1537939555,1538174100,424,,360,BOBZY3 BNA J46 ARG,1538175381,1538181628,1538181628,,KCLT,KSGF,Charlotte/Douglas Intl,"Charlotte, NC",Springfield,"Springfield, MO"
ENY3868,ENY3868,E135,02:27:00,1537853144,1538087700,424,,360,WEAZL3 CLAWD HVQ J8 IIU STL J8 CROCK,1538091180,1538098500,1538098500,,KCLT,KSGF,Charlotte/Douglas Intl,"Charlotte, NC",Springfield,"Springfield, MO"
ENY3868,ENY3868,E135,01:57:00,1537766744,1538001300,432,,360,BOBZY3 BNA J46 ARG,1538006700,1538013274,1538013274,,KCLT,KSGF,Charlotte/Douglas Intl,"Charlotte, NC",Springfield,"Springfield, MO"
ENY3868,ENY3868,E135,01:49:00,1537916922,1537914900,433,,360,BOBZY3 BNA J46 ARG,1537915706,1537922445,1537922445,,KCLT,KSGF,Charlotte/Douglas Intl,"Charlotte, NC",Springfield,"Springfield, MO"
ENY3868,ENY3868,E135,02:03:00,1537834343,1537828500,426,,360,CLT316033 IIU STL J8 CROCK,1537832995,1537839480,1537839480,,KCLT,KSGF,Charlotte/Douglas Intl,"Charlotte, NC",Springfield,"Springfield, MO"
ENY3868,ENY3868,E135,02:03:00,1537507553,1537742100,424,,360,BOBZY3 BNA J46 ARG,1537746480,1537752994,1537752994,,KCLT,KSGF,Charlotte/Douglas Intl,"Charlotte, NC",Springfield,"Springfield, MO"
ENY3868,ENY3868,E135,01:43:00,1537658040,1537655700,435,,300,BOBZY3 BNA J46 ARG,1537656742,1537662852,1537662852,,KCLT,KSGF,Charlotte/Douglas Intl,"Charlotte, NC",Springfield,"Springfield, MO"
ENY3868,ENY3868,E135,01:51:00,1537334758,1537569300,425,,360,BOBZY3 BNA J46 ARG,1537573741,1537580129,1537580129,,KCLT,KSGF,Charlotte/Douglas Intl,"Charlotte, NC",Springfield,"Springfield, MO"
ENY3868,ENY3868,E135,02:05:00,1537248369,1537482900,422,,360,BOBZY3 BNA J46 ARG,1537483912,1537489629,1537489629,,KCLT,KSGF,Charlotte/Douglas Intl,"Charlotte, NC",Springfield,"Springfield, MO"
ENY3868,ENY3868,E135,01:49:00,1537315778,1537310100,433,,360,BOBZY3 BNA J46 ARG,1537314384,1537320300,1537320300,,KCLT,KSGF,Charlotte/Douglas Intl,"Charlotte, NC",Springfield,"Springfield, MO"
DLH429,DLH429,A333,08:35:00,1538371571,1538606400,464,,0,,0,1538637300,0,,KCLT,EDDM,Charlotte/Douglas Intl,"Charlotte, NC",Munich Int'l,Munich
DLH429,DLH429,A333,07:54:00,1538285161,1538520000,468,,350,KILNS3 AUDII FAK RBV LLUND BAYYS PUT EBONY N527A PELTU NATW ETARI NATW MOGLO NIBOG REMSI L603 LAMSO UL603 TESGA UZ729 BOMBI T104 ANORA ANORA3A,0,1538549503,0,,KCLT,EDDM,Charlotte/Douglas Intl,"Charlotte, NC",Munich Int'l,Munich
DLH429,DLH429,A333,07:54:00,1538436345,1538433600,467,,350,FAK220089 RBV J62 ACK ALLEX N437A TUDEP NATW ETARI NATW MOGLO NIBOG REMSI L603 LAMSO UL603 TESGA UZ729 BOMBI T104 HAREM T104 PIGAB T104 ANORA ANORA3A,1538435054,1538464020,0,,KCLT,EDDM,Charlotte/Douglas Intl,"Charlotte, NC",Munich Int'l,Munich
DLH429,DLH429,A333,07:53:00,1538349631,1538347200,468,,347,RDU264011 RBV LLUND BAYYS PUT EBONY N527A PELTU NATW ETARI NATW MOGLO NIBOG REMSI L603 LAMSO UL603 TESGA UZ729 BOMBI T104 ANORA ANORA3A,1538348012,1538377080,1538377080,,KCLT,EDDM,Charlotte/Douglas Intl,"Charlotte, NC",Munich Int'l,Munich
DLH429,DLH429,A333,07:44:00,1538263700,1538260800,469,,308,FAK217066 RBV LLUND BAYYS PUT MIILS N649A KODIK NATU ETARI NATU MOGLO NIBOG REMSI L603 LAMSO UL603 TESGA UZ729 BOMBI T104 ANORA ANORA3A,1538262070,1538290680,1538290680,,KCLT,EDDM,Charlotte/Douglas Intl,"Charlotte, NC",Munich Int'l,Munich
DLH429,DLH429,A333,07:40:00,1538178599,1538174400,468,,370,AUDII FAK RBV LLUND BAYYS PUT TOPPS N617A LOMSI NATW 5600N/04000W NATW 5600N/02000W NATW SOVED MIMKU TLA L602 NATEB N97 ROKAN M982 TOPPA GMH UL603 TESGA UZ729 BOMBI T104 ANORA ANORA3A,1538175415,1538203924,1538203924,,KCLT,EDDM,Charlotte/Douglas Intl,"Charlotte, NC",Munich Int'l,Munich
DLH429,DLH429,A333,07:52:00,1538077671,1538088000,470,,370,KILNS3 AUDII FAK RBV LLUND BAYYS PUT TOPPS N587A MELDI NATW BEGID MIMKU REMSI L603 LAMSO UL603 TESGA UZ729 BOMBI T104 ANORA ANORA3A,1538089299,1538118060,1538118060,,KCLT,EDDM,Charlotte/Douglas Intl,"Charlotte, NC",Munich Int'l,Munich
DLH429,DLH429,A333,07:59:00,1537990656,1538001600,470,,370,KILNS3 AUDII FAK RBV LLUND BAYYS PUT MIILS N619A LOMSI NATU NETKI NIBOG REMSI L603 LAMSO UL603 TESGA UZ729 BOMBI T104 ANORA ANORA3A,1538004990,1538033580,1538033580,,KCLT,EDDM,Charlotte/Douglas Intl,"Charlotte, NC",Munich Int'l,Munich
DLH429,DLH429,A333,08:12:00,1537918159,1537915200,471,,350,RIC239069 RBV J62 ACK ALLEX N437A TUDEP NATV NETKI NIBOG REMSI L603 LAMSO UL603 TESGA UZ729 BOMBI T104 ANORA ANORA3A,1537915792,1537945800,1537945800,,KCLT,EDDM,Charlotte/Douglas Intl,"Charlotte, NC",Munich Int'l,Munich
DLH429,DLH429,A333,07:45:00,1537833201,1537828800,470,,340,FAK223019 RBV RIFLE YAHOO KANNI N139A PORTI NATX GISTI SLANY UL9 KONAN UL607 MATUG RUDUS T109 HAREM T104 ANORA ANORA3A,1537830478,1537858920,1537858920,,KCLT,EDDM,Charlotte/Douglas Intl,"Charlotte, NC",Munich Int'l,Munich
DLH429,DLH429,A333,07:31:00,1537745578,1537742400,469,,370,RDU015033 OOD RBV J62 ACK ALLEX N353B BUDAR NATV VENER NATV KOKIB BAKUR N546 STU UL9 KONAN UL607 MATUG RUDUS T109 MOVUM T109 HAREM T104 ANORA ANORA3A,1537743985,1537771620,1537771380,,KCLT,EDDM,Charlotte/Douglas Intl,"Charlotte, NC",Munich Int'l,Munich
DLH429,DLH429,A333,07:32:00,1537659189,1537656000,472,,370,FAK217024 RBV J62 RIFLE YAHOO KANNI N253A JOOPY NATY XETBO EVRIN UL607 MATUG RUDUS T109 MOVUM T109 HAREM T104 ELMOX T104 LEVBU T104 ANORA ANORA3A,1537657426,1537685220,1537685220,,KCLT,EDDM,Charlotte/Douglas Intl,"Charlotte, NC",Munich Int'l,Munich
DLH429,DLH429,A333,07:45:00,1537574027,1537569600,472,,335,RIC257026 RBV J62 ACK ALLEX N353B BUDAR NATV VENER NATV KOKIB BAKUR N546 STU UL9 KONAN UL607 MATUG RUDUS T109 MOVUM T109 HAREM T104 ANORA ANORA3A,1537571561,1537599840,1537599840,,KCLT,EDDM,Charlotte/Douglas Intl,"Charlotte, NC",Munich Int'l,Munich
DLH429,DLH429,A333,07:46:00,1537486097,1537483200,474,,291,RDU345015 OOD RBV RIFLE YAHOO WHALE N75A SUPRY NATW ATSUR RATKA N521 XAVAP UN521 NERLA UN491 LASAT UN491 ZUE Z163 BODAN Z163 NUNRI T103 OSDER OSDER3A,1537484372,1537513255,1537513255,,KCLT,EDDM,Charlotte/Douglas Intl,"Charlotte, NC",Munich Int'l,Munich
DLH429,DLH429,A333,07:58:00,1537400211,1537396800,474,,370,KILNS3 AUDII FAK RBV LLUND BAYYS PUT ALLEX N263A JOOPY NATU ELSOX EVRIN UL607 INLAK UL607 MATUG RUDUS T109 HAREM T104 ANORA ANORA3A,1537398483,1537426680,1537426680,,KCLT,EDDM,Charlotte/Douglas Intl,"Charlotte, NC",Munich Int'l,Munich
RPA4693,RPA4693,E75L,00:54:00,1538371563,1538605860,200,,0,,0,1538609100,0,,KCLT,KHXD,Charlotte/Douglas Intl,"Charlotte, NC",Hilton Head,"Hilton Head Island, SC"
RPA4693,RPA4693,E170,00:36:00,1538285154,1538519460,381,,160,ICONS3 NOOKS CAE CANTR PLZZZ,0,1538521949,0,,KCLT,KHXD,Charlotte/Douglas Intl,"Charlotte, NC",Hilton Head,"Hilton Head Island, SC"
RPA4693,RPA4693,E75S,00:35:00,1538198744,1538433060,374,,160,ICONS3 NOOKS CAE CANTR PLZZZ,1538434548,1538436844,1538436844,,KCLT,KHXD,Charlotte/Douglas Intl,"Charlotte, NC",Hilton Head,"Hilton Head Island, SC"
RPA4693,RPA4693,E75S,00:54:00,1538112349,1538346660,374,,160,ICONS3 NOOKS CAE CANTR PLZZZ,1538347613,1538350080,1538350080,,KCLT,KHXD,Charlotte/Douglas Intl,"Charlotte, NC",Hilton Head,"Hilton Head Island, SC"
RPA4693,RPA4693,E75S,00:54:00,1538025953,1538260260,385,,180,ICONS3 NOOKS CAE CANTR PLZZZ,1538262021,1538264580,1538264580,,KCLT,KHXD,Charlotte/Douglas Intl,"Charlotte, NC",Hilton Head,"Hilton Head Island, SC"
RPA4693,RPA4693,E75S,00:54:00,1537939555,1538173860,386,,180,ICONS3 NOOKS CAE CANTR PLZZZ,1538174954,1538177100,1538177100,,KCLT,KHXD,Charlotte/Douglas Intl,"Charlotte, NC",Hilton Head,"Hilton Head Island, SC"
RPA4693,RPA4693,E75S,00:37:00,1537853144,1538087460,386,,180,ICONS3 NOOKS CAE CANTR PLZZZ,1538090880,1538093160,1538090880,,KCLT,KHXD,Charlotte/Douglas Intl,"Charlotte, NC",Hilton Head,"Hilton Head Island, SC"
RPA4693,RPA4693,E75S,00:54:00,1537766745,1538001060,374,,160,ICONS3 NOOKS CAE CANTR PLZZZ,1538004647,1538007123,1538007123,,KCLT,KHXD,Charlotte/Douglas Intl,"Charlotte, NC",Hilton Head,"Hilton Head Island, SC"
RPA4693,RPA4693,E75S,00:36:00,1537680362,1537914660,374,,160,ICONS3 NOOKS CAE CANTR PLZZZ,1537915622,1537918020,1537918020,,KCLT,KHXD,Charlotte/Douglas Intl,"Charlotte, NC",Hilton Head,"Hilton Head Island, SC"
RPA4693,RPA4693,E75S,00:36:00,1537593960,1537828260,374,,160,ICONS3 NOOKS CAE CANTR PLZZZ,1537829880,1537832640,1537832640,,KCLT,KHXD,Charlotte/Douglas Intl,"Charlotte, NC",Hilton Head,"Hilton Head Island, SC"
RPA4693,RPA4693,E75S,00:54:00,1537507553,1537741860,387,,180,ICONS3 NOOKS CAE CANTR PLZZZ,1537743420,1537746099,1537746099,,KCLT,KHXD,Charlotte/Douglas Intl,"Charlotte, NC",Hilton Head,"Hilton Head Island, SC"
RPA4693,RPA4693,E75S,00:54:00,1537421150,1537655460,387,,180,ICONS3 NOOKS CAE CANTR PLZZZ,1537655724,1537658040,1537658040,,KCLT,KHXD,Charlotte/Douglas Intl,"Charlotte, NC",Hilton Head,"Hilton Head Island, SC"
RPA4693,RPA4693,E75S,00:54:00,1537334758,1537569060,377,,160,ICONS3 NOOKS CAE CANTR PLZZZ,1537570869,1537573140,1537573140,,KCLT,KHXD,Charlotte/Douglas Intl,"Charlotte, NC",Hilton Head,"Hilton Head Island, SC"
RPA4693,RPA4693,E75S,00:34:00,1537248369,1537482660,389,,180,ICONS3 NOOKS CAE CANTR PLZZZ,1537483380,1537485660,1537483380,,KCLT,KHXD,Charlotte/Douglas Intl,"Charlotte, NC",Hilton Head,"Hilton Head Island, SC"
JIA5439,JIA5439,CRJ9,00:52:00,1538371563,1538612520,186,,0,,0,1538615640,0,,KILM,KCLT,Wilmington Intl,"Wilmington, NC",Charlotte/Douglas Intl,"Charlotte, NC"
JIA5439,JIA5439,CRJ9,00:53:00,1538371563,1538606340,182,,0,,0,1538609520,0,,KCLT,KILM,Charlotte/Douglas Intl,"Charlotte, NC",Wilmington Intl,"Wilmington, NC"
JIA5439,JIA5439,CRJ9,00:52:00,1538285154,1538526120,366,,220,OKNEE MLLET2,0,1538529240,0,,KILM,KCLT,Wilmington Intl,"Wilmington, NC",Charlotte/Douglas Intl,"Charlotte, NC"
JIA5439,JIA5439,CRJ9,00:53:00,1538285154,1538519940,331,,170,LILLS1 LILLS V296 FAY,0,1538523120,0,,KCLT,KILM,Charlotte/Douglas Intl,"Charlotte, NC",Wilmington Intl,"Wilmington, NC"
JIA5439,JIA5439,CRJ9,00:33:00,1538198744,1538439720,341,,220,OKNEE MLLET2,1538440277,1538443206,1538443206,,KILM,KCLT,Wilmington Intl,"Wilmington, NC",Charlotte/Douglas Intl,"Charlotte, NC"
JIA5439,JIA5439,CRJ9,00:53:00,1538198744,1538433540,336,,170,LILLS1 LILLS V296 FAY,1538434915,1538436973,1538436973,,KCLT,KILM,Charlotte/Douglas Intl,"Charlotte, NC",Wilmington Intl,"Wilmington, NC"
JIA5439,JIA5439,CRJ9,00:52:00,1538112349,1538353320,355,,220,OKNEE MLLET2,1538353038,1538355254,1538355254,,KILM,KCLT,Wilmington Intl,"Wilmington, NC",Charlotte/Douglas Intl,"Charlotte, NC"
JIA5439,JIA5439,CRJ9,00:31:00,1538112349,1538347140,335,,170,LILLS1 LILLS V296 FAY,1538348375,1538350369,1538350369,,KCLT,KILM,Charlotte/Douglas Intl,"Charlotte, NC",Wilmington Intl,"Wilmington, NC"
JIA5439,JIA5439,CRJ9,00:52:00,1538025953,1538266920,346,,220,OKNEE MLLET2,1538266618,1538269140,1538269140,,KILM,KCLT,Wilmington Intl,"Wilmington, NC",Charlotte/Douglas Intl,"Charlotte, NC"
JIA5439,JIA5439,CRJ9,00:31:00,1538025953,1538260740,333,,170,LILLS1 LILLS V296 FAY,1538261783,1538263680,1538263680,,KCLT,KILM,Charlotte/Douglas Intl,"Charlotte, NC",Wilmington Intl,"Wilmington, NC"
JIA5439,JIA5439,CRJ9,00:45:00,1537939555,1538180520,351,,220,OKNEE MLLET2,1538181060,1538183793,1538183793,,KILM,KCLT,Wilmington Intl,"Wilmington, NC",Charlotte/Douglas Intl,"Charlotte, NC"
JIA5439,JIA5439,CRJ9,00:53:00,1537939555,1538174340,335,,170,LILLS1 LILLS V296 FAY,1538175636,1538177640,1538177640,,KCLT,KILM,Charlotte/Douglas Intl,"Charlotte, NC",Wilmington Intl,"Wilmington, NC"
JIA5439,JIA5439,CRJ9,00:33:00,1537853144,1538094120,362,,220,OKNEE MLLET2,1538094522,1538099647,1538099470,,KILM,KILM,Wilmington Intl,"Wilmington, NC",Wilmington Intl,"Wilmington, NC"
JIA5439,JIA5439,CRJ9,00:33:00,1537853144,1538094120,362,,220,OKNEE MLLET2,-1,-1,-1,t,KILM,KCLT,Wilmington Intl,"Wilmington, NC",Charlotte/Douglas Intl,"Charlotte, NC"
JIA5439,JIA5439,CRJ9,00:34:00,1538100392,1538094120,356,,220,OKNEE MLLET2,1538108845,1538111539,1538111539,,KILM,KCLT,Wilmington Intl,"Wilmington, NC",Charlotte/Douglas Intl,"Charlotte, NC"
JIA5227,JIA5227,CRJ9,01:50:00,1538371563,1538607300,309,,0,,0,1538613900,0,,KCLT,KMKE,Charlotte/Douglas Intl,"Charlotte, NC",General Mitchell Intl,"Milwaukee, WI"
JIA5227,JIA5227,CRJ9,01:50:00,1538285154,1538520900,443,,360,JOJJO3 DOOGE FLM MACES VINNE BRAVE EXARR,0,1538527500,0,,KCLT,KMKE,Charlotte/Douglas Intl,"Charlotte, NC",General Mitchell Intl,"Milwaukee, WI"
